signal,benchmark_type,sample_name,specification,coefficient,is_focus_regressor,n_obs,r_squared,coefficient_value,t_stat,p_value
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,idiovol,False,5756,0.008083988279215637,-0.15501335282970705,-0.9889563252632606,0.3226845106319105
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,ill,False,5756,0.008083988279215637,100.57668634684538,0.5937732184200699,0.5526638039421614
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,maxret,False,5756,0.008083988279215637,-0.35865462271835213,-2.0665161456293233,0.038779769485643184
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,mom1m,False,5756,0.008083988279215637,0.005456476987417445,0.17350059431598008,0.8622579607691714
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,mve,False,5756,0.008083988279215637,-0.00046954113951350944,-0.12047179450257299,0.9041094216191146
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,retvol,False,5756,0.008083988279215637,1.469874044894205,2.144579070976364,0.031986517144271163
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,std_dolvol,False,5756,0.008083988279215637,0.023193700047197997,2.256194191657388,0.024058472161586755
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,std_turn,False,5756,0.008083988279215637,-0.0001669473151327823,-0.9049357177520507,0.36549944327759865
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,turn,False,5756,0.008083988279215637,-0.0025090564974514767,-1.225240271281766,0.22048470532303976
AnalystRevision,augmented_signal_history,outside_signal_coverage,missing_plus_mar_signal,x_mar_filled,True,5756,0.008083988279215637,0.08229490254928301,0.7906814108313676,0.4291299263733882
REV6,fixed_x_obs,full,baseline_missing_only,age,False,1425675,0.001280774820951791,8.509065117351185e-05,5.394855429797229,6.857874692755358e-08
REV6,fixed_x_obs,full,baseline_missing_only,baspread,False,1425675,0.001280774820951791,0.08288746917115347,3.964375243765551,7.358841929512591e-05
REV6,fixed_x_obs,full,baseline_missing_only,beta,False,1425675,0.001280774820951791,-0.0021991915629068362,-6.073509988329047,1.2514421149912106e-09
REV6,fixed_x_obs,full,baseline_missing_only,bm,False,1425675,0.001280774820951791,0.003991654149736278,9.41768585368341,4.611390034724663e-21
REV6,fixed_x_obs,full,baseline_missing_only,const,False,1425675,0.001280774820951791,0.027226641167155795,10.901347588786141,1.135627635473802e-27
REV6,fixed_x_obs,full,baseline_missing_only,idiovol,False,1425675,0.001280774820951791,-0.02626488759601202,-2.8029282935461572,0.0050640927246237265
REV6,fixed_x_obs,full,baseline_missing_only,ill,False,1425675,0.001280774820951791,157.45656184487868,6.404300823237273,1.5106001166263247e-10
REV6,fixed_x_obs,full,baseline_missing_only,maxret,False,1425675,0.001280774820951791,-0.0740607340265654,-6.770823324007366,1.2805157102899832e-11
REV6,fixed_x_obs,full,baseline_missing_only,missing_indicator,True,1425675,0.001280774820951791,-0.0022460455430903855,-4.368793522161226,1.2493481713926105e-05
REV6,fixed_x_obs,full,baseline_missing_only,mom1m,False,1425675,0.001280774820951791,0.0026046549033190793,1.2669150885451665,0.20518565295752078
REV6,fixed_x_obs,full,baseline_missing_only,mve,False,1425675,0.001280774820951791,-0.0013558062141061115,-9.261855945092686,2.0090912285650773e-20
REV6,fixed_x_obs,full,baseline_missing_only,retvol,False,1425675,0.001280774820951791,0.21524958218752197,5.51428483759295,3.502010411401352e-08
REV6,fixed_x_obs,full,baseline_missing_only,std_dolvol,False,1425675,0.001280774820951791,-0.0025068019469248618,-3.4886107794995787,0.00048553758201181263
REV6,fixed_x_obs,full,baseline_missing_only,std_turn,False,1425675,0.001280774820951791,3.444131014452601e-05,1.0584100143212924,0.2898685558401004
REV6,fixed_x_obs,full,baseline_missing_only,turn,False,1425675,0.001280774820951791,-0.0009062062280843395,-4.504374219067192,6.65688116609533e-06
REV6,fixed_x_obs,full,mar_signal_only,age,False,1425675,0.0012640311582809982,6.968105675652462e-05,4.4646820899225625,8.018772697216185e-06
REV6,fixed_x_obs,full,mar_signal_only,baspread,False,1425675,0.0012640311582809982,0.08284104999558481,3.962127142064123,7.428496155444504e-05
REV6,fixed_x_obs,full,mar_signal_only,beta,False,1425675,0.0012640311582809982,-0.0019813046174533594,-5.551115898042051,2.838518131604243e-08
REV6,fixed_x_obs,full,mar_signal_only,bm,False,1425675,0.0012640311582809982,0.003952901469262024,9.33261606721676,1.0328941637187042e-20
REV6,fixed_x_obs,full,mar_signal_only,const,False,1425675,0.0012640311582809982,0.024972661363315288,10.097436184999259,5.6705280226964e-24
REV6,fixed_x_obs,full,mar_signal_only,idiovol,False,1425675,0.0012640311582809982,-0.031086171699754906,-3.3427935551579506,0.0008293957819645787
REV6,fixed_x_obs,full,mar_signal_only,ill,False,1425675,0.0012640311582809982,155.5324287248885,6.330964401037972,2.436335568639582e-10
REV6,fixed_x_obs,full,mar_signal_only,maxret,False,1425675,0.0012640311582809982,-0.07442301541854024,-6.805046966878195,1.0101627565544798e-11
REV6,fixed_x_obs,full,mar_signal_only,mom1m,False,1425675,0.0012640311582809982,0.002518444991259681,1.224964821359341,0.2205884752664966
REV6,fixed_x_obs,full,mar_signal_only,mve,False,1425675,0.0012640311582809982,-0.0011791495353793125,-8.178874493995119,2.865073290260799e-16
REV6,fixed_x_obs,full,mar_signal_only,retvol,False,1425675,0.0012640311582809982,0.21667603397406696,5.551292221000444,2.8356561387049736e-08
REV6,fixed_x_obs,full,mar_signal_only,std_dolvol,False,1425675,0.0012640311582809982,-0.002868507135984781,-4.019193426827551,5.839771442498169e-05
REV6,fixed_x_obs,full,mar_signal_only,std_turn,False,1425675,0.0012640311582809982,3.574958594177133e-05,1.0995197080795747,0.27154144245503764
REV6,fixed_x_obs,full,mar_signal_only,turn,False,1425675,0.0012640311582809982,-0.0008959270632522871,-4.454474493552899,8.40989258035368e-06
REV6,fixed_x_obs,full,mar_signal_only,x_mar_filled,True,1425675,0.0012640311582809982,1.80972438520573e-06,0.6447610522877909,0.519082045162461
REV6,fixed_x_obs,full,missing_plus_mar_signal,age,False,1425675,0.00128097523919668,8.506187054675983e-05,5.392971731485915,6.930185870433294e-08
REV6,fixed_x_obs,full,missing_plus_mar_signal,baspread,False,1425675,0.00128097523919668,0.08289252196776516,3.964613840585776,7.351485714296326e-05
REV6,fixed_x_obs,full,missing_plus_mar_signal,beta,False,1425675,0.00128097523919668,-0.0021982876622028387,-6.0707741108600395,1.2729513709104055e-09
REV6,fixed_x_obs,full,missing_plus_mar_signal,bm,False,1425675,0.00128097523919668,0.003992074113881094,9.418633688242961,4.569957897537046e-21
REV6,fixed_x_obs,full,missing_plus_mar_signal,const,False,1425675,0.00128097523919668,0.027226111637188213,10.901114070033698,1.1385462141208089e-27
REV6,fixed_x_obs,full,missing_plus_mar_signal,idiovol,False,1425675,0.00128097523919668,-0.026283756889634625,-2.8049047912608027,0.005033144442200408
REV6,fixed_x_obs,full,missing_plus_mar_signal,ill,False,1425675,0.00128097523919668,157.46071433542764,6.404467100359703,1.50895486524488e-10
REV6,fixed_x_obs,full,missing_plus_mar_signal,maxret,False,1425675,0.00128097523919668,-0.07406487117916383,-6.771185579460697,1.2773130281452472e-11
REV6,fixed_x_obs,full,missing_plus_mar_signal,missing_indicator,True,1425675,0.00128097523919668,-0.0022456374231085447,-4.3679516300996575,1.2541725970768876e-05
REV6,fixed_x_obs,full,missing_plus_mar_signal,mom1m,False,1425675,0.00128097523919668,0.0026059631671893893,1.2675415894343924,0.2049617024633228
REV6,fixed_x_obs,full,missing_plus_mar_signal,mve,False,1425675,0.00128097523919668,-0.001355744215564662,-9.26138026369645,2.0180633250104887e-20
REV6,fixed_x_obs,full,missing_plus_mar_signal,retvol,False,1425675,0.00128097523919668,0.2152524180315707,5.514352067515752,3.500672113547767e-08
REV6,fixed_x_obs,full,missing_plus_mar_signal,std_dolvol,False,1425675,0.00128097523919668,-0.0025064684513955594,-3.4881395323460533,0.0004863941777705831
REV6,fixed_x_obs,full,missing_plus_mar_signal,std_turn,False,1425675,0.00128097523919668,3.439084472579039e-05,1.0568369728083173,0.2905859972073507
REV6,fixed_x_obs,full,missing_plus_mar_signal,turn,False,1425675,0.00128097523919668,-0.0009062591938220512,-4.50462281071424,6.649093648689358e-06
REV6,fixed_x_obs,full,missing_plus_mar_signal,x_mar_filled,True,1425675,0.00128097523919668,1.7823389719588763e-06,0.6331178689295597,0.5266566741902239
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,age,False,1401834,0.0012564862729151915,8.016216631979607e-05,5.045576879165765,4.5215503662910676e-07
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,baspread,False,1401834,0.0012564862729151915,0.09328742615690275,4.366350838628034,1.2633949413675701e-05
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,beta,False,1401834,0.0012564862729151915,-0.0022400383391762376,-6.147224861616381,7.885031039311589e-10
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,bm,False,1401834,0.0012564862729151915,0.003911820452620185,9.150807083588951,5.650976271601069e-20
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,const,False,1401834,0.0012564862729151915,0.025857791483319886,10.294704245774055,7.444800053833835e-25
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,idiovol,False,1401834,0.0012564862729151915,-0.02307567931658683,-2.416582793807382,0.015666962796110094
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,ill,False,1401834,0.0012564862729151915,154.10492450433935,5.996120111898246,2.0208757251415145e-09
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,maxret,False,1401834,0.0012564862729151915,-0.07223543533637328,-6.520695471302629,6.998214029002162e-11
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,missing_indicator,True,1401834,0.0012564862729151915,-0.0015079720526971667,-2.8852242118294735,0.003911349901853364
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,mom1m,False,1401834,0.0012564862729151915,0.002400292306063893,1.1581380827554317,0.24680769105512823
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,mve,False,1401834,0.0012564862729151915,-0.0012625516556746207,-8.599804961364335,7.985168531899355e-18
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,retvol,False,1401834,0.0012564862729151915,0.19931430348613155,5.050618943386788,4.4038079250594844e-07
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,std_dolvol,False,1401834,0.0012564862729151915,-0.0024746527652952633,-3.407640172770213,0.0006552724255883899
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,std_turn,False,1401834,0.0012564862729151915,4.070927428210169e-05,1.217835813991824,0.22328637158065223
REV6,fixed_x_obs,within_signal_coverage,baseline_missing_only,turn,False,1401834,0.0012564862729151915,-0.0009265126879367519,-4.540538151104604,5.611082406536354e-06
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,age,False,1401834,0.0012490608849415885,6.988598883227387e-05,4.439663663954146,9.009957447787994e-06
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,baspread,False,1401834,0.0012490608849415885,0.09327270685781247,4.365634628306542,1.2675420310793548e-05
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,beta,False,1401834,0.0012490608849415885,-0.002099091139297183,-5.835634702074835,5.3586183983001514e-09
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,bm,False,1401834,0.0012490608849415885,0.003881642726436369,9.087639225529811,1.0121275096019072e-19
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,const,False,1401834,0.0012490608849415885,0.024422443313293258,9.800767009374665,1.1173394266547855e-22
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,idiovol,False,1401834,0.0012490608849415885,-0.026316136847213137,-2.7769327856353945,0.005487452547783745
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,ill,False,1401834,0.0012490608849415885,152.6715753424544,5.9455035237775915,2.756083207424012e-09
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,maxret,False,1401834,0.0012490608849415885,-0.07247686517467276,-6.543341324442946,6.015931067303243e-11
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,mom1m,False,1401834,0.0012490608849415885,0.0023418846319850123,1.1299249531835325,0.25850784838075336
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,mve,False,1401834,0.0012490608849415885,-0.001149005646613447,-7.925154406814123,2.2786301533914614e-15
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,retvol,False,1401834,0.0012490608849415885,0.20026891557835544,5.074988344437623,3.875197548135599e-07
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,std_dolvol,False,1401834,0.0012490608849415885,-0.002710366673627034,-3.756564906084867,0.0001722616088202576
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,std_turn,False,1401834,0.0012490608849415885,4.153779356428693e-05,1.2436300886519855,0.21363573701277883
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,turn,False,1401834,0.0012490608849415885,-0.0009196529658739101,-4.508093428050139,6.54127726491948e-06
REV6,fixed_x_obs,within_signal_coverage,mar_signal_only,x_mar_filled,True,1401834,0.0012490608849415885,1.7889102043672643e-06,0.6371966463815916,0.5239967618638347
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,age,False,1401834,0.0012566901318006307,8.013304368310062e-05,5.043686729949888,4.5664670226702613e-07
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,baspread,False,1401834,0.0012566901318006307,0.09329280776169716,4.366599458312356,1.2619583824325526e-05
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,beta,False,1401834,0.0012566901318006307,-0.0022391225381220336,-6.144462913639012,8.023453309100618e-10
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,bm,False,1401834,0.0012566901318006307,0.003912246670307299,9.15176293921281,5.601189138511238e-20
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,const,False,1401834,0.0012566901318006307,0.02585729418378129,10.29448832007663,7.461520945541793e-25
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,idiovol,False,1401834,0.0012566901318006307,-0.023095012798372366,-2.418573341884411,0.015581504124549936
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,ill,False,1401834,0.0012566901318006307,154.10939854587537,5.9962918060375685,2.0187413137130238e-09
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,maxret,False,1401834,0.0012566901318006307,-0.07223962729797673,-6.52105750921067,6.981340881684166e-11
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,missing_indicator,True,1401834,0.0012566901318006307,-0.0015075647609784372,-2.8844137583636305,0.003921431506940026
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,mom1m,False,1401834,0.0012566901318006307,0.0024016142366599796,1.1587667273938507,0.24655128334383103
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,mve,False,1401834,0.0012566901318006307,-0.0012624911491052764,-8.59934662038469,8.017120928643925e-18
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,retvol,False,1401834,0.0012566901318006307,0.199316469515213,5.050668639207521,4.4026622792448626e-07
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,std_dolvol,False,1401834,0.0012566901318006307,-0.002474312139057223,-3.407164370881511,0.0006564158357806591
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,std_turn,False,1401834,0.0012566901318006307,4.065989469252369e-05,1.2163352039465603,0.22385725620236963
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,turn,False,1401834,0.0012566901318006307,-0.0009265640338859572,-4.540775815079568,5.604760386016324e-06
REV6,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,x_mar_filled,True,1401834,0.0012566901318006307,1.7710040965138956e-06,0.6295878941629562,0.5289642460465446
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,age,False,23841,0.006751096243989951,0.00032028414945883203,2.281858467334851,0.022497697583037275
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,baspread,False,23841,0.006751096243989951,-0.12350400030404343,-1.2496282827609013,0.21143536650958472
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,beta,False,23841,0.006751096243989951,-0.004147746291693659,-1.2890560184989006,0.19737861231058718
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,bm,False,23841,0.006751096243989951,0.0022737756937434425,0.6986445797953371,0.48477417645751397
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,const,False,23841,0.006751096243989951,0.15180983867231435,5.3435191578294,9.115918977876465e-08
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,idiovol,False,23841,0.006751096243989951,-0.11642476741036215,-2.1798724136405907,0.02926692031088853
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,ill,False,23841,0.006751096243989951,107.8928735816815,1.2261034528604264,0.22015974666143667
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,maxret,False,23841,0.006751096243989951,-0.0932655276528464,-1.3314101445528017,0.18305409324717703
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,mom1m,False,23841,0.006751096243989951,0.008628717570749945,0.5631294769921545,0.5733467206299385
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,mve,False,23841,0.006751096243989951,-0.013690681843009799,-6.0436483679365125,1.5066769303198982e-09
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,retvol,False,23841,0.006751096243989951,0.43179589744464164,1.7110741436919616,0.0870674266040272
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,std_dolvol,False,23841,0.006751096243989951,0.0019039759886051615,0.41487920343649315,0.6782303346949918
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,std_turn,False,23841,0.006751096243989951,-0.00012103080453501891,-1.204978952244514,0.2282114273596173
REV6,fixed_x_obs,outside_signal_coverage,baseline_missing_only,turn,False,23841,0.006751096243989951,-0.0008422655854330766,-0.738915567019737,0.4599582689818421
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,age,False,23841,0.00685961575826588,0.00030175780427779344,2.135920349669218,0.032685906606214385
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,baspread,False,23841,0.00685961575826588,-0.11705876637251209,-1.1809042262855338,0.23764077223428492
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,beta,False,23841,0.00685961575826588,-0.0037670876558529975,-1.1678284834933308,0.24287595627200964
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,bm,False,23841,0.00685961575826588,0.0025449080047051844,0.7796939155034768,0.4355710610908565
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,const,False,23841,0.00685961575826588,0.15077303151268795,5.301866757935079,1.1462449122909331e-07
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,idiovol,False,23841,0.00685961575826588,-0.12193725805862674,-2.2875497488387406,0.02216375514600667
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,ill,False,23841,0.00685961575826588,99.8790565097787,1.1335535279569702,0.25698187590799015
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,maxret,False,23841,0.00685961575826588,-0.09331905296103168,-1.3317105340350486,0.18295532639062695
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,mom1m,False,23841,0.00685961575826588,0.009708386665087264,0.6321618987691633,0.5272810913765379
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,mve,False,23841,0.00685961575826588,-0.013631020222607575,-6.012189587732324,1.8303408210411553e-09
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,retvol,False,23841,0.00685961575826588,0.4401567463715469,1.746560384237305,0.0807136240937504
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,std_dolvol,False,23841,0.00685961575826588,0.0024064900551178632,0.5237181380577832,0.6004745981246621
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,std_turn,False,23841,0.00685961575826588,-0.0002677265560458711,-1.7602177513437163,0.07837089331589076
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,turn,False,23841,0.00685961575826588,-0.001095083470422209,-0.9446005602492415,0.3448628409020792
REV6,fixed_x_obs,outside_signal_coverage,mar_signal_only,x_mar_filled,True,23841,0.00685961575826588,0.0036432877206240607,1.3126991259306928,0.1892843522673593
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,age,False,23841,0.00685961575826588,0.00030175780427779344,2.135920349669218,0.032685906606214385
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,baspread,False,23841,0.00685961575826588,-0.11705876637251209,-1.1809042262855338,0.23764077223428492
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,beta,False,23841,0.00685961575826588,-0.0037670876558529975,-1.1678284834933308,0.24287595627200964
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,bm,False,23841,0.00685961575826588,0.0025449080047051844,0.7796939155034768,0.4355710610908565
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,const,False,23841,0.00685961575826588,0.15077303151268795,5.301866757935079,1.1462449122909331e-07
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,idiovol,False,23841,0.00685961575826588,-0.12193725805862674,-2.2875497488387406,0.02216375514600667
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,ill,False,23841,0.00685961575826588,99.8790565097787,1.1335535279569702,0.25698187590799015
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,maxret,False,23841,0.00685961575826588,-0.09331905296103168,-1.3317105340350486,0.18295532639062695
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,mom1m,False,23841,0.00685961575826588,0.009708386665087264,0.6321618987691633,0.5272810913765379
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,mve,False,23841,0.00685961575826588,-0.013631020222607575,-6.012189587732324,1.8303408210411553e-09
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,retvol,False,23841,0.00685961575826588,0.4401567463715469,1.746560384237305,0.0807136240937504
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,std_dolvol,False,23841,0.00685961575826588,0.0024064900551178632,0.5237181380577832,0.6004745981246621
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,std_turn,False,23841,0.00685961575826588,-0.0002677265560458711,-1.7602177513437163,0.07837089331589076
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,turn,False,23841,0.00685961575826588,-0.001095083470422209,-0.9446005602492415,0.3448628409020792
REV6,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,x_mar_filled,True,23841,0.00685961575826588,0.0036432877206240607,1.3126991259306928,0.1892843522673593
REV6,augmented_signal_history,full,baseline_missing_only,REV6_phase2_ever_observed_before,False,1430339,0.0013025195804914347,-0.0030952621207296074,-3.6660268942267975,0.0002463480290950635
REV6,augmented_signal_history,full,baseline_missing_only,REV6_phase2_lag1_observed,False,1430339,0.0013025195804914347,0.00034841074951865564,0.3051094190635423,0.7602828176563238
REV6,augmented_signal_history,full,baseline_missing_only,REV6_phase2_lag1_value,False,1430339,0.0013025195804914347,-4.158259376002759e-06,-1.0926056435358795,0.2745669837938176
REV6,augmented_signal_history,full,baseline_missing_only,REV6_phase2_prev_observed_flag,False,1430339,0.0013025195804914347,0.0003484122830720712,0.30511076436155726,0.7602817930810862
REV6,augmented_signal_history,full,baseline_missing_only,REV6_phase2_prior_missing_count,False,1430339,0.0013025195804914347,-4.100373230757212e-05,-10.057108633998828,8.547173133396652e-24
REV6,augmented_signal_history,full,baseline_missing_only,age,False,1430339,0.0013025195804914347,0.00018068600085750794,10.931676918601411,8.133135803043e-28
REV6,augmented_signal_history,full,baseline_missing_only,baspread,False,1430339,0.0013025195804914347,0.07520407163214335,3.5985369445673414,0.00032001239611194614
REV6,augmented_signal_history,full,baseline_missing_only,beta,False,1430339,0.0013025195804914347,-0.0019856847072285827,-5.492039467201058,3.973185707764436e-08
REV6,augmented_signal_history,full,baseline_missing_only,bm,False,1430339,0.0013025195804914347,0.003046855525732779,7.127471473714814,1.0222945099535385e-12
REV6,augmented_signal_history,full,baseline_missing_only,const,False,1430339,0.0013025195804914347,0.03357366398382162,9.91071299204308,3.739677875908978e-23
REV6,augmented_signal_history,full,baseline_missing_only,idiovol,False,1430339,0.0013025195804914347,-0.03249923324819549,-3.477280286676985,0.0005065280041359197
REV6,augmented_signal_history,full,baseline_missing_only,ill,False,1430339,0.0013025195804914347,155.98396126888392,6.279381425598891,3.399227255402219e-10
REV6,augmented_signal_history,full,baseline_missing_only,maxret,False,1430339,0.0013025195804914347,-0.07587886693123395,-6.9435980469043646,3.8223709918825654e-12
REV6,augmented_signal_history,full,baseline_missing_only,missing_indicator,True,1430339,0.0013025195804914347,-0.0005761375752345566,-0.25350637413493426,0.7998769361607656
REV6,augmented_signal_history,full,baseline_missing_only,mom1m,False,1430339,0.0013025195804914347,0.0018368590612470874,0.8941148301601254,0.3712604553111266
REV6,augmented_signal_history,full,baseline_missing_only,mve,False,1430339,0.0013025195804914347,-0.0016740073542596578,-11.01112741039006,3.3775048928889685e-28
REV6,augmented_signal_history,full,baseline_missing_only,retvol,False,1430339,0.0013025195804914347,0.2297633915099962,5.893119712010614,3.789716465019043e-09
REV6,augmented_signal_history,full,baseline_missing_only,std_dolvol,False,1430339,0.0013025195804914347,-0.00198453445847874,-2.7613893261414724,0.005755602008285282
REV6,augmented_signal_history,full,baseline_missing_only,std_turn,False,1430339,0.0013025195804914347,3.624893541459589e-05,1.1164554125303296,0.2642272456051007
REV6,augmented_signal_history,full,baseline_missing_only,turn,False,1430339,0.0013025195804914347,-0.0009010045763858337,-4.495717306425868,6.933580514847007e-06
REV6,augmented_signal_history,full,mar_signal_only,REV6_phase2_ever_observed_before,False,1430339,0.0013033652601835977,-0.0030969772166407317,-3.6680316102823975,0.00024442497100387234
REV6,augmented_signal_history,full,mar_signal_only,REV6_phase2_lag1_observed,False,1430339,0.0013033652601835977,0.0006224107885439264,1.9819389234055818,0.04748607687497485
REV6,augmented_signal_history,full,mar_signal_only,REV6_phase2_lag1_value,False,1430339,0.0013033652601835977,-1.0245387689765959e-05,-0.029833198168276006,0.9762000822338466
REV6,augmented_signal_history,full,mar_signal_only,REV6_phase2_prev_observed_flag,False,1430339,0.0013033652601835977,0.0006224121060969827,1.9819430603859267,0.04748561380183314
REV6,augmented_signal_history,full,mar_signal_only,REV6_phase2_prior_missing_count,False,1430339,0.0013033652601835977,-4.1051074067898486e-05,-10.079593187924738,6.800710288806296e-24
REV6,augmented_signal_history,full,mar_signal_only,age,False,1430339,0.0013033652601835977,0.0001805599432525511,10.918905015808273,9.361761979463378e-28
REV6,augmented_signal_history,full,mar_signal_only,baspread,False,1430339,0.0013033652601835977,0.0751795611284765,3.5972843039685323,0.0003215569545662328
REV6,augmented_signal_history,full,mar_signal_only,beta,False,1430339,0.0013033652601835977,-0.0019827796790315537,-5.48523084240396,4.1292983601191576e-08
REV6,augmented_signal_history,full,mar_signal_only,bm,False,1430339,0.0013033652601835977,0.003045579153974718,7.127165582120798,1.0245681242139576e-12
REV6,augmented_signal_history,full,mar_signal_only,const,False,1430339,0.0013033652601835977,0.03300831511502534,12.600318949971676,2.1029240433703145e-36
REV6,augmented_signal_history,full,mar_signal_only,idiovol,False,1430339,0.0013033652601835977,-0.03256160537691161,-3.4866692343996575,0.0004890758359585242
REV6,augmented_signal_history,full,mar_signal_only,ill,False,1430339,0.0013033652601835977,155.96480506896137,6.279516084244105,3.396284609872474e-10
