signal,benchmark_type,sample_name,specification,coefficient,is_focus_regressor,n_obs,r_squared,coefficient_value,t_stat,p_value
AnalystRevision,fixed_x_obs,full,mar_signal_only,mve,False,1440099,0.0011913836727980298,-0.0010351284181424787,-7.29195495507564,3.054893111299928e-13
AnalystRevision,fixed_x_obs,full,mar_signal_only,retvol,False,1440099,0.0011913836727980298,0.23742808890975142,6.089443916537834,1.1330354700109977e-09
AnalystRevision,fixed_x_obs,full,mar_signal_only,std_dolvol,False,1440099,0.0011913836727980298,-0.0025045610154263024,-3.524813766879309,0.00042378060835643815
AnalystRevision,fixed_x_obs,full,mar_signal_only,std_turn,False,1440099,0.0011913836727980298,1.5168680453396604e-05,0.4963120511805392,0.6196742650564311
AnalystRevision,fixed_x_obs,full,mar_signal_only,turn,False,1440099,0.0011913836727980298,-0.0009235774719153073,-5.13519351932072,2.818538482041962e-07
AnalystRevision,fixed_x_obs,full,mar_signal_only,x_mar_filled,True,1440099,0.0011913836727980298,3.571313000860768e-05,0.29061953815554986,0.7713423154645428
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,age,False,1440099,0.0011962525797307721,6.0508355739307475e-05,3.9574261285160457,7.576170616397644e-05
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,baspread,False,1440099,0.0011962525797307721,0.0732731066954436,3.502276698183774,0.00046130028128490324
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,beta,False,1440099,0.0011962525797307721,-0.0015591298161887809,-4.351467767141182,1.3522920399354332e-05
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,bm,False,1440099,0.0011962525797307721,0.003764264351282253,8.826292599104304,1.082027208747876e-18
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,const,False,1440099,0.0011962525797307721,0.024290948932221293,9.826774374217296,8.633995799955356e-23
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,idiovol,False,1440099,0.0011962525797307721,-0.03868812380188661,-4.216918968484915,2.476629197527879e-05
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,ill,False,1440099,0.0011962525797307721,153.45677204451653,6.207420866634535,5.386121460069389e-10
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,maxret,False,1440099,0.0011962525797307721,-0.07447487660051005,-6.83697722219691,8.088159508753621e-12
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,missing_indicator,True,1440099,0.0011962525797307721,-0.0011681611082283235,-2.2989839546792443,0.021505850453886158
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,mom1m,False,1440099,0.0011962525797307721,0.0013353196217012744,0.6527671932921202,0.5139063765569377
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,mve,False,1440099,0.0011962525797307721,-0.0011083226845060325,-7.696131303066725,1.402476953028276e-14
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,retvol,False,1440099,0.0011962525797307721,0.2370303156450657,6.078613966601452,1.2122580882185002e-09
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,std_dolvol,False,1440099,0.0011962525797307721,-0.0022958600782663615,-3.200037412160134,0.0013740974987303729
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,std_turn,False,1440099,0.0011962525797307721,1.4405519259086516e-05,0.4708211243124975,0.6377684780202864
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,turn,False,1440099,0.0011962525797307721,-0.0009282819813187008,-5.161634211168351,2.4480328436101595e-07
AnalystRevision,fixed_x_obs,full,missing_plus_mar_signal,x_mar_filled,True,1440099,0.0011962525797307721,3.52427777188458e-05,0.2867546744169743,0.7743001705736688
AnalystRevision,fixed_x_obs,within_signal_coverage,baseline_missing_only,age,False,1434306,0.0011947186031003865,6.060895264888995e-05,3.9608549334262513,7.468189516945264e-05
AnalystRevision,fixed_x_obs,within_signal_coverage,baseline_missing_only,baspread,False,1434306,0.0011947186031003865,0.07814943669643695,3.71216681119317,0.00020549247739562479
AnalystRevision,fixed_x_obs,within_signal_coverage,baseline_missing_only,beta,False,1434306,0.0011947186031003865,-0.0016098835293022167,-4.487660785346093,7.200946287736254e-06
AnalystRevision,fixed_x_obs,within_signal_coverage,baseline_missing_only,bm,False,1434306,0.0011947186031003865,0.0037403512224071134,8.752388950282825,2.0888303143797684e-18
AnalystRevision,fixed_x_obs,within_signal_coverage,baseline_missing_only,const,False,1434306,0.0011947186031003865,0.02442884256232801,9.8797548749093,5.095740602568455e-23
AnalystRevision,fixed_x_obs,within_signal_coverage,baseline_missing_only,idiovol,False,1434306,0.0011947186031003865,-0.037901195230022264,-4.123147907838564,3.73729547237104e-05
