signal,benchmark_type,sample_name,specification,coefficient,is_focus_regressor,month_count,mean_coefficient,t_stat,p_value,positive_month_share,coefficient_std,mean_cross_section_nobs,mean_cross_section_r2
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,idiovol,False,360,0.026829775852726827,1.1227878238710078,0.2615276178659047,0.5166666666666667,0.4288151302942508,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,ill,False,360,947.5639171634436,1.8047496452742848,0.07111386730287841,0.5944444444444444,10981.819532334703,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,maxret,False,360,-0.03205460863457506,-2.716650730289383,0.006594615924419412,0.4444444444444444,0.2259832310691291,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,missing_indicator,True,360,0.00012907360805692355,0.16239917214606622,0.8709915227173917,0.5194444444444445,0.01395190442518061,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,mom1m,False,360,0.011233883455955652,2.719170100364726,0.006544594269862804,0.6,0.074774156328717,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,mve,False,360,-0.001033934050466554,-2.53825517093845,0.011140672219050322,0.4888888888888889,0.007304429577661201,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,retvol,False,360,-0.009404242394696607,-0.19165882068761758,0.8480094642479674,0.49722222222222223,0.8660333740813291,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,std_dolvol,False,360,-0.0035130512237459294,-2.317106850407205,0.02049791194208972,0.4638888888888889,0.03407885553601389,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,std_turn,False,360,0.00013166914641967188,2.6031516804200603,0.009237107669938481,0.5472222222222223,0.0009405512340691362,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,turn,False,360,-0.0011837687578592547,-3.503109198884062,0.00045986089894642693,0.39444444444444443,0.007334406729615481,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,within_signal_coverage,missing_plus_mar_signal,x_mar_filled,True,360,-0.00021765278839654112,-0.7782739501247439,0.43640752920343917,0.49166666666666664,0.004889390515120536,3984.1833333333334,0.05760782622943956
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,age,False,91,0.0006262222313931527,0.9061002007650419,0.36488281908402465,0.5714285714285714,0.008345226087221397,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,baspread,False,91,-0.29458517980172955,-0.6977783311716478,0.48531583238230036,0.38461538461538464,4.697840959751876,32.417582417582416,0.5279488145692577
AnalystRevision,fixed_x_obs,outside_signal_coverage,baseline_missing_only,beta,False,91,0.016960293741152162,1.6205792334064641,0.10510790890192435,0.5164835164835165,0.12673176660397092,32.417582417582416,0.5279488145692577
